source_row_number,sample_id,alternative_id,source_publication_label,source_dataset_label,country,site_or_location,latitude,longitude,date_median_year_ce,lineage_focus,s1_visible_comparator,s1_marker_role,coordinate_status,coordinate_source,within_s1_map_bounds,within_s1_temporal_window,publication_label_review_ready,dataset_label_review_ready,elevation_cross_reference_status,visible_assignment_audit,point_audit_status,failed_checks,claim_boundary
171,I14501.AG,I14501,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Montenegro,Velika Gruda (Kotor Municipality),42.3822,18.7403,-1225.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
172,I14688.AG,I14688,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Albania,"Çinamak (Northern Albania, Kukës County, Kukës Municipality, Surroj)",42.016111,20.369444,-500.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
173,I14690.AG,I14690,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Albania,"Çinamak (Northern Albania, Kukës County, Kukës Municipality, Surroj)",42.016111,20.369444,-1050.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
174,I14692.AG,I14692,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Albania,"Çinamak (Northern Albania, Kukës County, Kukës Municipality, Surroj)",42.016111,20.369444,-950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
175,I15486.AG,I15486,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",44.733533,21.233453,200.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
176,I15487.AG,I15487,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Rit (Braničevo District, Požarevac Municipality, Kostolac)",44.733534,21.233453,250.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
177,I15488.AG,I15488,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Rit (Braničevo District, Požarevac Municipality, Kostolac)",44.733534,21.233453,250.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
178,I15489.AG,I15489,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Rit (Braničevo District, Požarevac Municipality, Kostolac)",44.733534,21.233453,250.0,G2a,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
179,I15490.AG,I15490,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",44.733533,21.233453,200.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
180,I15491.AG,I15491,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",44.733533,21.233453,200.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
181,I15492.AG,I15492,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",44.733533,21.233453,301.5,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
182,I15493.AG,I15493,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",44.733533,21.233453,200.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
183,I15494.AG,I15494,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",44.733533,21.233453,200.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
184,I15495.AG,I15495,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",44.733533,21.233453,200.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
185,I15496.AG,I15496,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Rit (Braničevo District, Požarevac Municipality, Kostolac)",44.733534,21.233453,250.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
186,I15497.AG,I15497,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Rit (Braničevo District, Požarevac Municipality, Kostolac)",44.733534,21.233453,200.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
187,I15498.AG,I15498,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",44.733533,21.233453,200.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
188,I15499.AG,I15499,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",44.733533,21.233453,147.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
189,I15500.AG,I15500,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Rit (Braničevo District, Požarevac Municipality, Kostolac)",44.733534,21.233453,188.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
190,I15502.AG,I15502,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",44.733533,21.233453,270.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
191,I15504.AG,I15504,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Rit (Braničevo District, Požarevac Municipality, Kostolac)",44.733534,21.233453,250.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
192,I15507.AG,I15507,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Rit (Braničevo District, Požarevac Municipality, Kostolac)",44.733534,21.233453,250.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
193,I15508.AG,I15508,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Rit (Braničevo District, Požarevac Municipality, Kostolac)",44.733534,21.233453,250.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
194,I15509.AG,I15509,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",44.733533,21.233453,200.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
195,I15510.AG,I15510,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Serbia,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",44.733533,21.233453,200.5,G2a,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
