evidence_layer,sample_or_terminal,site_or_locality,region,latitude,longitude,elevation_m,elevation_band,date_median_year_ce,lineage_focus,visible_comparator,source_dataset_label,source_publication_label,source_trace,claim_boundary
Period-relevant ancient-DNA sample rows,I15497.AG,"Viminacium-Rit (Braničevo District, Požarevac Municipality, Kostolac)",not applicable,44.733534,21.233453,71.0,0-199 m,200.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I15498.AG,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",not applicable,44.733533,21.233453,71.0,0-199 m,200.5,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I15499.AG,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",not applicable,44.733533,21.233453,71.0,0-199 m,147.5,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I15500.AG,"Viminacium-Rit (Braničevo District, Požarevac Municipality, Kostolac)",not applicable,44.733534,21.233453,71.0,0-199 m,188.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I15502.AG,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",not applicable,44.733533,21.233453,71.0,0-199 m,270.5,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I15504.AG,"Viminacium-Rit (Braničevo District, Požarevac Municipality, Kostolac)",not applicable,44.733534,21.233453,71.0,0-199 m,250.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I15507.AG,"Viminacium-Rit (Braničevo District, Požarevac Municipality, Kostolac)",not applicable,44.733534,21.233453,71.0,0-199 m,250.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I15508.AG,"Viminacium-Rit (Braničevo District, Požarevac Municipality, Kostolac)",not applicable,44.733534,21.233453,71.0,0-199 m,250.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I15509.AG,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",not applicable,44.733533,21.233453,71.0,0-199 m,200.5,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I15510.AG,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",not applicable,44.733533,21.233453,71.0,0-199 m,200.5,G2a,Yes,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I15511.AG,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",not applicable,44.733533,21.233453,71.0,0-199 m,200.5,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I15512.AG,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",not applicable,44.733533,21.233453,71.0,0-199 m,200.5,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I15513.AG,"Viminacium-Vise-Grobalja (Braničevo District, Požarevac Municipality, Kostolac)",not applicable,44.733538,21.233453,71.0,0-199 m,175.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I15514.AG,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",not applicable,44.733533,21.233453,71.0,0-199 m,200.5,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I15515.AG,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",not applicable,44.733533,21.233453,71.0,0-199 m,200.5,R1b,Yes,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I15516.AG,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",not applicable,44.733533,21.233453,71.0,0-199 m,180.0,G2a,Yes,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I15517.AG,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",not applicable,44.733533,21.233453,71.0,0-199 m,176.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I15518.AG,"Viminacium-Vise-Grobalja (Braničevo District, Požarevac Municipality, Kostolac)",not applicable,44.733538,21.233453,71.0,0-199 m,268.5,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I15520.AG,"Viminacium-Vise-Grobalja (Braničevo District, Požarevac Municipality, Kostolac)",not applicable,44.733538,21.233453,71.0,0-199 m,266.5,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I15521.AG,"Viminacium-Vise-Grobalja (Braničevo District, Požarevac Municipality, Kostolac)",not applicable,44.733538,21.233453,71.0,0-199 m,183.5,G2a,Yes,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I15522.AG,"Viminacium-Vise-Grobalja (Braničevo District, Požarevac Municipality, Kostolac)",not applicable,44.733538,21.233453,71.0,0-199 m,250.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
